Country,Station_id,Station_name,Station_lat,Station_lon,Station_source,Outlet_lat,Outlet_lon,Outlet_source,Mapped_lat,Mapped_lon,Manual_lat,Manual_lon,Manual_outlet_location,Basin_area_km2,Ref_area_1_src,Ref_area_1_km2,Ref_area_2_src,Ref_area_2_km2,Ref_shape,Ref_shape_source,Ref_shape_area_km2,Ref_and_new_shape_fractional_overlap,Manual_delineation_notes,Delineation_confidence,Delineation_notes,iv_flow_obs_availability_start,iv_flow_obs_availability_end,flow_obs_missing_hourly,dv_flow_obs_availability_start,dv_flow_obs_availability_end,flow_obs_missing_daily,dv_flow_obs_timezone,is_headwater,sub_basins,iv_flow_obs_timezone,subset_category
CAN,05CA004,RED DEER RIVER ABOVE PANTHER RIVER,51.66051,-115.4106,WSC 20222 data set,51.66052262,-115.4104354,WSC 20222 data set,51.66089566,-115.4100623,-999.0,-999.0,,943.2590827,HYDAT gross drainage area,941.0,HYDAT effective drainage area,941.0,yes,WSC 2022 data set,944.944,0.989126991,,high,,2022-03-12 11:30:00,2022-10-31 23:55:00,2,1967-06-01 00:00:00,2021-11-30 00:00:00,1233,MST,0,21,,meso-scale
CAN,05CA009,RED DEER RIVER BELOW BURNT TIMBER CREEK,51.64625,-115.0192,WSC 20222 data set,51.64626761,-115.0186169,WSC 20222 data set,51.64632534,-115.0186747,-999.0,-999.0,,2243.127436,HYDAT gross drainage area,2250.0,HYDAT effective drainage area,2250.0,yes,WSC 2022 data set,2240.56,0.99517179,,high,,2021-11-21 09:55:00,2023-01-02 16:55:00,1,1973-01-01 00:00:00,2021-12-31 00:00:00,33,MST,0,49,,macro-scale
CAN,05CA011,BEARBERRY CREEK NEAR SUNDRE,51.80208,-114.6631,WSC 20222 data set,51.80273764,-114.6631457,WSC 20222 data set,51.79083333,-114.64,51.79575,-114.66591,yes,275.2970053,HYDAT gross drainage area,238.0,HYDAT effective drainage area,238.0,yes,WSC 2022 data set,265.007,0.935645887,moved gauge to different stream to get approximate match with reference shape,high,,2022-02-21 00:00:00,2022-10-31 23:55:00,2,1978-03-01 00:00:00,2021-10-31 00:00:00,828,MST,0,7,,meso-scale
CAN,05CA012,FALLENTIMBER CREEK NEAR SUNDRE,51.73671,-114.6545,WSC 20222 data set,51.73662533,-114.6547529,WSC 20222 data set,51.73652245,-114.6548558,-999.0,-999.0,,492.5597569,HYDAT gross drainage area,489.0,HYDAT effective drainage area,489.0,yes,WSC 2022 data set,487.833,0.968367999,,high,,2022-02-22 00:05:00,2022-11-01 23:55:00,0,1978-03-01 00:00:00,2021-11-30 00:00:00,1031,MST,0,7,,meso-scale
CAN,05CB001,LITTLE RED DEER RIVER NEAR THE MOUTH,52.02824,-114.1403,WSC 20222 data set,52.02837167,-114.1402707,WSC 20222 data set,52.02807116,-114.1405712,-999.0,-999.0,,2587.661477,HYDAT gross drainage area,2580.0,HYDAT effective drainage area,2440.0,yes,WSC 2022 data set,2567.24,0.975605324,,high,,2021-11-21 10:20:00,2023-01-02 16:55:00,2,1960-07-01 00:00:00,2021-12-31 00:00:00,6,MST,0,53,,macro-scale
CAN,05CB002,LITTLE RED DEER RIVER NEAR WATER VALLEY,51.51147,-114.671,WSC 20222 data set,51.51173938,-114.6721232,WSC 20222 data set,51.51189143,-114.6722752,-999.0,-999.0,,460.6479476,HYDAT gross drainage area,451.0,HYDAT effective drainage area,451.0,yes,WSC 2022 data set,455.182,0.964520307,,high,,2022-02-22 00:05:00,2022-11-02 15:35:00,0,1961-08-01 00:00:00,2021-10-31 00:00:00,1558,MST,0,11,,meso-scale
CAN,05CB004,RAVEN RIVER NEAR RAVEN,52.08928,-114.4775,WSC 20222 data set,52.08943074,-114.4779834,WSC 20222 data set,52.08916667,-114.4779834,-999.0,-999.0,,705.3349078,HYDAT gross drainage area,645.0,HYDAT effective drainage area,634.0,yes,WSC 2022 data set,661.201,0.883118599,,medium,"Very flat region, difference with reference shape likely explained by DEM differences",2021-11-21 10:45:00,2023-01-02 16:55:00,0,1971-08-01 00:00:00,2021-12-31 00:00:00,31,MST,0,15,,meso-scale
CAN,05CC001,BLINDMAN RIVER NEAR BLACKFALDS,52.357,-113.795,WSC 20222 data set,52.35668493,-113.7949026,WSC 20222 data set,52.35496041,-113.7966271,-999.0,-999.0,,1784.463071,HYDAT gross drainage area,1800.0,HYDAT effective drainage area,1460.0,yes,WSC 2022 data set,1798.12,0.979783562,,high,,2021-11-21 10:00:00,2023-01-02 16:55:00,0,1962-03-01 00:00:00,2021-12-31 00:00:00,164,MST,0,39,,macro-scale
CAN,05CC007,MEDICINE RIVER NEAR ECKVILLE,52.31956,-114.3442,WSC 20222 data set,52.31965971,-114.3443447,WSC 20222 data set,52.31965971,-114.3441667,-999.0,-999.0,,1932.334486,HYDAT gross drainage area,1920.0,HYDAT effective drainage area,1860.0,yes,WSC 2022 data set,1866.18,0.935576648,,high,,2021-11-21 10:10:00,2023-01-02 16:55:00,1,1962-04-01 00:00:00,2021-12-31 00:00:00,273,MST,0,39,,macro-scale
CAN,05CC008,BLINDMAN RIVER NEAR BLUFFTON,52.7563,-114.2856,WSC 20222 data set,52.75637284,-114.2855318,WSC 20222 data set,52.75833333,-114.2825,-999.0,-999.0,,362.705125,HYDAT gross drainage area,353.0,HYDAT effective drainage area,353.0,yes,WSC 2022 data set,351.022,0.95065032,,high,,2022-04-13 13:05:00,2022-10-31 23:55:00,101,1965-03-01 00:00:00,2021-11-30 00:00:00,823,MST,0,11,,meso-scale
CAN,05CC009,LLOYD CREEK NEAR BLUFFTON,52.74038,-114.1468,WSC 20222 data set,52.74028125,-114.1468041,WSC 20222 data set,52.74,-114.1468041,-999.0,-999.0,,245.0142508,HYDAT gross drainage area,239.0,HYDAT effective drainage area,239.0,yes,WSC 2022 data set,239.01,0.944110005,,high,,2022-04-13 15:05:00,2022-10-26 12:45:00,0,1965-03-01 00:00:00,2020-11-30 00:00:00,710,MST,0,7,,meso-scale
CAN,05CC010,BLOCK CREEK NEAR LEEDALE,52.57374,-114.5777,WSC 20222 data set,52.57358808,-114.5775222,WSC 20222 data set,52.57178292,-114.5757171,-999.0,-999.0,,63.66702741,HYDAT gross drainage area,56.79999924,HYDAT effective drainage area,56.79999924,yes,WSC 2022 data set,65.61,0.937576315,,high,,2022-05-15 00:05:00,2022-10-26 08:10:00,0,1976-07-01 00:00:00,2020-11-30 00:00:00,587,MST,1,1,,headwater
CAN,05CC011,WASKASOO CREEK AT RED DEER,52.26849,-113.7999,WSC 20222 data set,52.26864971,-113.799514,WSC 20222 data set,52.26864971,-113.8,-999.0,-999.0,,487.0465408,HYDAT gross drainage area,487.0,HYDAT effective drainage area,250.0,yes,WSC 2022 data set,485.94,0.983501912,,high,,2022-04-21 00:05:00,2022-10-24 14:40:00,0,1984-05-01 00:00:00,2020-11-30 00:00:00,869,MST,0,11,,meso-scale
CAN,05CD006,HAYNES CREEK NEAR HAYNES,52.33191,-113.363,WSC 20222 data set,52.3325553,-113.3637455,WSC 20222 data set,52.33231709,-113.3639838,-999.0,-999.0,,171.162436,HYDAT gross drainage area,165.0,HYDAT effective drainage area,165.0,yes,WSC 2022 data set,169.772,0.97653428,,high,,2022-04-06 16:15:00,2022-10-31 23:55:00,943,1978-08-01 00:00:00,2021-11-30 00:00:00,722,MST,0,3,,meso-scale
CAN,05CD007,PARLBY CREEK AT ALIX,52.40747,-113.1958,WSC 20222 data set,52.40757724,-113.1958052,WSC 20222 data set,52.4075,-113.1958333,-999.0,-999.0,,509.1129165,HYDAT gross drainage area,511.0,HYDAT effective drainage area,452.0,yes,WSC 2022 data set,512.539,0.980336033,,high,,2022-03-01 00:00:00,2022-10-27 08:55:00,0,1983-05-01 00:00:00,2021-11-30 00:00:00,672,MST,0,9,,meso-scale
CAN,05CE002,KNEEHILLS CREEK NEAR DRUMHELLER,51.46946,-112.9783,WSC 20222 data set,51.46931146,-112.978794,WSC 20222 data set,51.4690087,-112.9784913,-999.0,-999.0,,2343.722058,HYDAT gross drainage area,2430.0,HYDAT effective drainage area,1970.0,yes,WSC 2022 data set,2354.12,0.988796421,,high,,2022-03-01 00:00:00,2022-11-04 10:00:00,1,1957-05-01 00:00:00,2021-11-30 00:00:00,1375,MST,0,57,,macro-scale
CAN,05CE006,ROSEBUD RIVER BELOW CARSTAIRS CREEK,51.41583,-113.7278,WSC 20222 data set,51.41597052,-113.7275533,WSC 20222 data set,51.41592858,-113.7275952,-999.0,-999.0,,752.0008165,HYDAT gross drainage area,753.0,HYDAT effective drainage area,642.0,yes,WSC 2022 data set,762.28,0.952993113,,high,,2022-03-01 00:05:00,2022-11-01 23:55:00,0,1957-05-01 00:00:00,2021-11-30 00:00:00,1358,MST,0,13,,meso-scale
CAN,05CE010,RAY CREEK NEAR INNISFAIL,52.00117,-113.5997,WSC 20222 data set,52.00126848,-113.6000437,WSC 20222 data set,52.00107275,-113.6002394,-999.0,-999.0,,44.19090827,HYDAT gross drainage area,44.40000153,HYDAT effective drainage area,44.40000153,yes,WSC 2022 data set,44.8677,0.970867228,,high,,2022-03-01 00:01:00,2022-11-02 23:55:00,0,1967-03-01 00:00:00,2021-11-30 00:00:00,1170,MST,1,1,,headwater
CAN,05CE011,RENWICK CREEK NEAR THREE HILLS,51.71784,-113.3611,WSC 20222 data set,51.71743944,-113.3611461,WSC 20222 data set,51.7175,-113.3611461,-999.0,-999.0,,57.28381457,HYDAT gross drainage area,58.90000153,HYDAT effective drainage area,58.09999847,yes,WSC 2022 data set,57.3948,0.980610232,,high,,2022-03-01 00:00:00,2022-11-03 13:45:00,0,1967-03-01 00:00:00,2021-11-30 00:00:00,987,MST,1,1,,headwater
CAN,05CE018,THREEHILLS CREEK BELOW RAY CREEK,51.99747,-113.5686,WSC 20222 data set,51.99755601,-113.5684398,WSC 20222 data set,51.99674788,-113.5692479,-999.0,-999.0,,197.0826974,HYDAT gross drainage area,199.0,HYDAT effective drainage area,138.0,yes,WSC 2022 data set,198.122,0.982161866,,high,,2022-03-01 00:00:00,2022-11-03 09:35:00,2,1971-03-01 00:00:00,2020-10-31 00:00:00,915,MST,0,5,,meso-scale
CAN,05CE020,MICHICHI CREEK AT DRUMHELLER,51.47153,-112.717,WSC 20222 data set,51.47156186,-112.716792,WSC 20222 data set,51.47156186,-112.7166667,-999.0,-999.0,,1189.751535,HYDAT gross drainage area,1170.0,HYDAT effective drainage area,637.0,yes,WSC 2022 data set,1171.86,0.967675546,,high,,2022-03-01 00:00:00,2022-11-04 23:55:00,3,1979-03-01 00:00:00,2021-10-31 00:00:00,913,MST,0,25,,macro-scale
CAN,05CG004,BULLPOUND CREEK NEAR WATTS,51.66211,-112.084,WSC 20222 data set,51.66218072,-112.0838696,WSC 20222 data set,51.66218072,-112.0841667,-999.0,-999.0,,299.526542,HYDAT gross drainage area,200.0,HYDAT effective drainage area,169.0,yes,WSC 2022 data set,204.814,0.669988614,,medium,"Very flat region, MERIT DEM connects another subbasin to this outlet through a region of flat terrain",2022-03-01 00:00:00,2022-10-31 23:05:00,0,1980-03-01 00:00:00,2021-10-31 00:00:00,635,MST,0,7,,meso-scale
CAN,05CG006,FISH CREEK ABOVE LITTLE FISH LAKE,51.3908,-112.2019,WSC 20222 data set,51.3908055,-112.2020579,WSC 20222 data set,51.39104044,-112.2022929,-999.0,-999.0,,119.0338495,HYDAT gross drainage area,118.0,HYDAT effective drainage area,103.0,yes,WSC 2022 data set,113.765,0.930860707,,high,,2022-03-13 23:00:00,2022-10-31 23:55:00,63,1984-08-01 00:00:00,2020-10-31 00:00:00,548,MST,1,1,,headwater
CAN,05CK001,BLOOD INDIAN CREEK NEAR THE MOUTH,50.9583,-111.06,WSC 20222 data set,50.95806125,-111.0598243,WSC 20222 data set,50.95833333,-111.0598243,-999.0,-999.0,,710.6654438,HYDAT gross drainage area,699.0,HYDAT effective drainage area,384.0,yes,WSC 2022 data set,726.631,0.951647053,,high,,2022-03-01 00:25:00,2022-10-31 23:55:00,0,1964-03-01 00:00:00,2021-10-31 00:00:00,1121,MST,0,17,,meso-scale
CAN,05CK005,ALKALI CREEK NEAR THE MOUTH,50.89896,-110.508,WSC 20222 data set,50.89900655,-110.5077515,WSC 20222 data set,50.89900655,-110.5075,-999.0,-999.0,,564.8600875,HYDAT gross drainage area,590.0,HYDAT effective drainage area,309.0,yes,WSC 2022 data set,574.319,0.967945057,,high,,2022-03-01 00:00:00,2022-10-31 23:45:00,0,1962-06-01 00:00:00,2022-10-31 00:00:00,840,MST,0,15,,meso-scale
CAN,05DA007,MISTAYA RIVER NEAR SASKATCHEWAN CROSSING,51.88427,-116.6892,WSC 20222 data set,51.88393972,-116.6894337,WSC 20222 data set,51.88391966,-116.6894137,-999.0,-999.0,,245.9056365,HYDAT gross drainage area,248.0,HYDAT effective drainage area,248.0,yes,WSC 2022 data set,248.259,0.982849361,,high,,2021-11-21 14:40:00,2023-01-02 16:55:00,0,1950-08-01 00:00:00,2021-12-31 00:00:00,550,MST,0,5,,meso-scale
CAN,05DA009,NORTH SASKATCHEWAN RIVER AT WHIRLPOOL POINT,52.00119,-116.4709,WSC 20222 data set,52.00032714,-116.4710407,WSC 20222 data set,52.00083333,-116.4710407,-999.0,-999.0,,1910.789173,HYDAT gross drainage area,1920.0,HYDAT effective drainage area,1920.0,yes,WSC 2022 data set,1920.82,0.990694441,,high,,2021-11-21 10:40:00,2023-01-02 16:55:00,0,1970-05-01 00:00:00,2021-12-31 00:00:00,40,MST,0,47,,macro-scale
CAN,05DA010,SILVERHORN CREEK NEAR THE MOUTH,51.79992,-116.5839,WSC 20222 data set,51.79994156,-116.5841573,WSC 20222 data set,51.80916667,-116.5941667,51.79994156,-116.5841573,yes,21.94482481,HYDAT gross drainage area,21.0,HYDAT effective drainage area,21.0,yes,WSC 2022 data set,19.8774,0.894950916,gauge is subbasin of MERIT headwater basin,medium,"Mountainous region, difference with reference shape likely explained by DEM differences due to presence of trees",,,-1,1971-03-01 00:00:00,2020-12-31 00:00:00,82,MST,1,1,,headwater
CAN,05DB002,PRAIRIE CREEK NEAR ROCKY MOUNTAIN HOUSE,52.27386,-114.9292,WSC 20222 data set,52.27375829,-114.9293685,WSC 20222 data set,52.27416667,-114.93,-999.0,-999.0,,818.6442058,HYDAT gross drainage area,844.0,HYDAT effective drainage area,844.0,yes,WSC 2022 data set,851.728,0.944988938,,high,,2021-11-21 10:00:00,2023-01-02 16:55:00,0,1951-08-01 00:00:00,2021-12-31 00:00:00,100,MST,0,17,,meso-scale
CAN,05DB005,PRAIRIE CREEK BELOW LICK CREEK,52.25457,-115.2879,WSC 20222 data set,52.2550592,-115.2879738,WSC 20222 data set,52.25666667,-115.2879738,-999.0,-999.0,,207.667741,HYDAT gross drainage area,208.0,HYDAT effective drainage area,208.0,yes,WSC 2022 data set,208.335,0.9812161,,high,,2022-02-23 09:20:00,2022-11-01 23:55:00,1588,1973-05-01 00:00:00,2021-11-30 00:00:00,690,MST,0,5,,meso-scale
CAN,05DB006,CLEARWATER RIVER NEAR DOVERCOURT,52.2521,-114.8558,WSC 20222 data set,52.25199975,-114.8560521,WSC 20222 data set,52.25199975,-114.8566667,-999.0,-999.0,,2272.68679,HYDAT gross drainage area,2250.0,HYDAT effective drainage area,2250.0,yes,WSC 2022 data set,2256.88,0.975358656,,high,,2021-11-21 10:35:00,2023-01-02 16:55:00,0,1975-09-01 00:00:00,2021-12-31 00:00:00,4,MST,0,52,,macro-scale
CAN,05DC006,RAM RIVER NEAR THE MOUTH,52.36859,-115.4222,WSC 20222 data set,52.36771638,-115.4223117,WSC 20222 data set,52.368119,-115.4227143,-999.0,-999.0,,1881.389614,HYDAT gross drainage area,1850.0,HYDAT effective drainage area,1850.0,yes,WSC 2022 data set,1850.76,0.979634537,,high,,,,-1,1967-03-01 00:00:00,2021-12-31 00:00:00,246,MST,0,41,,macro-scale
CAN,05DC011,NORTH RAM RIVER AT FORESTRY ROAD,52.28296,-115.9993,WSC 20222 data set,52.28267626,-115.9994889,WSC 20222 data set,52.28274925,-115.9994159,-999.0,-999.0,,353.4578967,HYDAT gross drainage area,347.0,HYDAT effective drainage area,347.0,yes,WSC 2022 data set,344.922,0.964769125,,high,,2022-05-01 00:00:00,2022-10-31 23:55:00,0,1975-05-01 00:00:00,2022-10-31 00:00:00,775,MST,0,9,,meso-scale
CAN,05DC012,BAPTISTE RIVER NEAR THE MOUTH,52.66382,-115.0758,WSC 20222 data set,52.66402508,-115.0764474,WSC 20222 data set,52.66378883,-115.0762112,-999.0,-999.0,,1349.798207,HYDAT gross drainage area,1350.0,HYDAT effective drainage area,1350.0,yes,WSC 2022 data set,1342.08,0.976759025,,high,,,,-1,1984-08-01 00:00:00,2021-12-31 00:00:00,86,MST,0,29,,macro-scale
CAN,05DD004,BROWN CREEK AT FORESTRY ROAD,52.76396179,-116.3608093,HYDAT,-999.0,-999.0,,52.76396179,-116.3608333,-999.0,-999.0,,216.5080881,HYDAT gross drainage area,219.0,HYDAT effective drainage area,219.0,yes,WSC 2016 data set,218.6887294,0.978092236,,high,,2022-05-01 00:00:00,2022-10-31 23:55:00,0,1974-06-01 00:00:00,2022-10-31 00:00:00,906,MST,1,1,,headwater
CAN,05DD007,BRAZEAU RIVER BELOW CARDINAL RIVER,52.88158,-116.5563,WSC 20222 data set,52.88131813,-116.5564499,WSC 20222 data set,52.88138403,-116.556384,-999.0,-999.0,,2601.084055,HYDAT gross drainage area,2600.0,HYDAT effective drainage area,2600.0,yes,WSC 2022 data set,2833.35,0.913325602,,high,,2022-05-01 00:05:00,2022-10-31 23:55:00,0,1961-05-01 00:00:00,2022-10-31 00:00:00,924,MST,0,43,,macro-scale
CAN,05DD009,NORDEGG RIVER AT SUNCHILD ROAD,52.81997,-115.5203,WSC 20222 data set,52.81923757,-115.5205093,WSC 20222 data set,52.81936415,-115.5206358,-999.0,-999.0,,867.1411837,HYDAT gross drainage area,876.0,HYDAT effective drainage area,876.0,yes,WSC 2022 data set,868.098,0.968456166,,high,,2021-11-21 09:55:00,2023-01-02 16:55:00,16,1971-09-01 00:00:00,2021-12-31 00:00:00,3,MST,0,15,,meso-scale
CAN,05DE007,ROSE CREEK NEAR ALDER FLATS,52.92991,-115.011,WSC 20222 data set,52.92948008,-115.010773,WSC 20222 data set,52.93,-115.0108333,-999.0,-999.0,,546.9231694,HYDAT gross drainage area,559.0,HYDAT effective drainage area,559.0,yes,WSC 2022 data set,547.24,0.969426494,,high,,2022-04-21 00:05:00,2022-10-31 23:55:00,0,1972-03-01 00:00:00,2021-11-30 00:00:00,791,MST,0,13,,meso-scale
CAN,05DF003,BLACKMUD CREEK NEAR ELLERSLIE,53.41455,-113.5165,WSC 20222 data set,53.41441617,-113.5166047,WSC 20222 data set,53.41416667,-113.5166047,-999.0,-999.0,,635.3598883,HYDAT gross drainage area,643.0,HYDAT effective drainage area,374.0,yes,WSC 2022 data set,622.084,0.951003517,,high,,2022-04-17 00:05:00,2022-11-01 18:45:00,22,1977-07-01 00:00:00,2021-10-31 00:00:00,617,MST,0,9,,meso-scale
CAN,05DF004,STRAWBERRY CREEK NEAR THE MOUTH,53.31149,-114.0521,WSC 20222 data set,53.31122137,-114.0526931,WSC 20222 data set,53.31166667,-114.0526931,-999.0,-999.0,,590.1687907,HYDAT gross drainage area,592.0,HYDAT effective drainage area,589.0,yes,WSC 2022 data set,595.784,0.962873688,,high,,2022-03-25 00:05:00,2022-11-01 14:10:00,0,1966-08-01 00:00:00,2021-10-31 00:00:00,921,MST,0,9,,meso-scale
CAN,05DF006,WHITEMUD CREEK NEAR ELLERSLIE,53.41263,-113.5909,WSC 20222 data set,53.41240248,-113.5909494,WSC 20222 data set,53.41239322,-113.5909401,-999.0,-999.0,,356.2164513,HYDAT gross drainage area,330.0,HYDAT effective drainage area,301.0,yes,WSC 2022 data set,353.309,0.934618392,,high,,2022-03-01 00:00:00,2022-11-01 16:35:00,0,1969-05-01 00:00:00,2021-10-31 00:00:00,1001,MST,0,7,,meso-scale
CAN,05DF007,WEST WHITEMUD CREEK NEAR IRETON,53.22203,-113.6906,WSC 20222 data set,53.22129483,-113.6912411,WSC 20222 data set,53.22129483,-113.6908333,-999.0,-999.0,,64.95124578,HYDAT gross drainage area,65.40000153,HYDAT effective drainage area,53.20000076,yes,WSC 2022 data set,40.7196,0.597288588,,medium,"Very flat region, difference with reference shape likely explained by DEM differences",2022-03-28 00:05:00,2022-09-11 08:20:00,18,1976-08-01 00:00:00,2021-10-31 00:00:00,611,MST,1,1,,headwater
CAN,05EA001,STURGEON RIVER NEAR FORT SASKATCHEWAN,53.83276,-113.2824,WSC 20222 data set,53.83313487,-113.2830881,WSC 20222 data set,53.83352817,-113.2826948,-999.0,-999.0,,3345.470422,HYDAT gross drainage area,3250.0,HYDAT effective drainage area,2320.0,yes,WSC 2022 data set,3262.64,0.953538077,,high,,2022-03-01 00:00:00,2022-11-04 23:55:00,32,1950-03-01 00:00:00,2021-11-30 00:00:00,1151,MST,0,79,,macro-scale
CAN,05EA002,STURGEON RIVER AT ST. ALBERT,53.63583,-113.6272,WSC 20222 data set,53.6352533,-113.6271943,WSC 20222 data set,53.6352795,-113.6272205,-999.0,-999.0,,2674.282484,HYDAT gross drainage area,2610.0,HYDAT effective drainage area,1940.0,yes,WSC 2022 data set,2597.69,0.948643051,,high,,2022-03-01 00:00:00,2022-11-03 23:55:00,0,1976-03-01 00:00:00,2021-11-30 00:00:00,345,MST,0,67,,macro-scale
CAN,05EA005,STURGEON RIVER NEAR VILLENEUVE,53.65535,-113.7625,WSC 20222 data set,53.65546847,-113.7624359,WSC 20222 data set,53.65526628,-113.7622337,-999.0,-999.0,,1946.987336,HYDAT gross drainage area,1890.0,HYDAT effective drainage area,1550.0,yes,WSC 2022 data set,1924.69,0.95685388,,high,,2021-11-21 10:40:00,2023-01-02 16:55:00,0,1968-03-01 00:00:00,2021-12-31 00:00:00,129,MST,0,45,,macro-scale
CAN,05EA010,STURGEON RIVER NEAR MAGNOLIA BRIDGE,53.59139,-114.8597,WSC 20222 data set,53.59111702,-114.8597062,WSC 20222 data set,53.59166667,-114.8597062,-999.0,-999.0,,125.1597615,HYDAT gross drainage area,121.0,HYDAT effective drainage area,121.0,yes,WSC 2022 data set,121.438,0.921678253,,high,,2022-04-23 00:05:00,2022-10-31 23:55:00,0,1981-06-01 00:00:00,2021-11-30 00:00:00,706,MST,0,3,,meso-scale
CAN,05EB902,POINTE-AUX-PINS CREEK NEAR ARDROSSAN,53.59944,-113.1636,WSC 20222 data set,53.59913503,-113.1643379,WSC 20222 data set,53.59923645,-113.1642364,-999.0,-999.0,,97.71111455,HYDAT gross drainage area,106.0,HYDAT effective drainage area,63.20000076,yes,WSC 2022 data set,100.829,0.942050009,,high,,,,-1,1979-03-01 00:00:00,2021-10-31 00:00:00,441,MST,1,1,,headwater
CAN,05EC002,WASKATENAU CREEK NEAR WASKATENAU,54.12306,-112.7828,WSC 20222 data set,54.1230744,-112.783568,WSC 20222 data set,54.12290452,-112.7837379,-999.0,-999.0,,352.8218922,HYDAT gross drainage area,313.0,HYDAT effective drainage area,207.0,yes,WSC 2022 data set,284.115,0.773477682,,medium,"Very flat region, difference with reference shape likely explained by DEM differences",,,-1,1966-08-01 00:00:00,2021-10-31 00:00:00,478,MST,0,5,,meso-scale
CAN,05EC005,REDWATER RIVER NEAR THE MOUTH,53.8966,-112.996,WSC 20222 data set,53.89657752,-112.9961155,WSC 20222 data set,53.89676316,-112.9959298,-999.0,-999.0,,1642.022552,HYDAT gross drainage area,1600.0,HYDAT effective drainage area,1170.0,yes,WSC 2022 data set,1598.01,0.943498588,,high,,2022-03-01 00:00:00,2022-11-04 23:55:00,0,1978-06-01 00:00:00,2021-11-30 00:00:00,641,MST,0,37,,macro-scale
CAN,05ED002,ATIMOSWE CREEK NEAR ELK POINT,53.8888,-110.9211,WSC 20222 data set,53.88873997,-110.9212796,WSC 20222 data set,53.88833333,-110.9212796,-999.0,-999.0,,364.8092877,HYDAT gross drainage area,368.0,HYDAT effective drainage area,312.0,yes,WSC 2022 data set,412.752,0.854308408,,medium,"Very flat region, difference with reference shape likely explained by DEM differences",2022-03-01 00:05:00,2022-10-31 23:55:00,1118,1975-06-01 00:00:00,2021-10-31 00:00:00,589,MST,0,5,,meso-scale
CAN,05EE005,STRETTON CREEK NEAR MARWAYNE,53.44246,-110.3257,WSC 20222 data set,53.4425474,-110.3254005,WSC 20222 data set,53.4425,-110.3254005,-999.0,-999.0,,65.8022363,HYDAT gross drainage area,74.0,HYDAT effective drainage area,56.29999924,yes,WSC 2022 data set,72.4482,0.851598078,,medium,"Very flat region, difference with reference shape likely explained by DEM differences",2022-03-01 00:05:00,2022-10-31 23:55:00,959,1978-07-01 00:00:00,2021-10-31 00:00:00,479,MST,1,1,,headwater
CAN,05EE006,VERMILION RIVER TRIBUTARY NEAR BRUCE,53.29409,-112.0499,WSC 20222 data set,53.29423155,-112.0504417,WSC 20222 data set,53.305,-112.0608333,53.29409,-112.0499,yes,0.463788975,HYDAT gross drainage area,46.40000153,HYDAT effective drainage area,19.89999962,yes,WSC 2022 data set,38.8278,0.009168875,gauge is subbasin along MERIT main river stem,low,"Very flat region, MERIT DEM divides the reference shape into multiple subbasins with oulets in different directions",2022-03-01 00:00:00,2022-10-31 23:55:00,624,1978-07-01 00:00:00,2021-11-30 00:00:00,728,MST,1,1,,headwater
CAN,05EE009,VERMILION RIVER AT VEGREVILLE,53.49118,-112.0398,WSC 20222 data set,53.49108221,-112.0396935,WSC 20222 data set,53.4908045,-112.0399712,-999.0,-999.0,,1063.260378,HYDAT gross drainage area,1620.0,HYDAT effective drainage area,367.0,yes,WSC 2022 data set,1600.4,0.593196927,,medium,"Very flat region, difference with reference shape likely explained by DEM differences due to presence of lakes/potholes",2022-03-01 00:00:00,2022-10-25 21:55:00,2396,1987-03-01 00:00:00,2021-10-31 00:00:00,561,MST,0,27,,macro-scale
CAN,05EF004,MONNERY RIVER NEAR PARADISE HILL,53.54111,-109.5272,WSC 20222 data set,53.54282379,-109.5275089,WSC 20222 data set,53.54265744,-109.5273426,-999.0,-999.0,,892.2075798,HYDAT gross drainage area,875.0,HYDAT effective drainage area,649.0,yes,WSC 2022 data set,879.238,0.952855829,,high,,,,-1,1967-08-01 00:00:00,2019-11-30 00:00:00,1375,CST,0,17,,meso-scale
CAN,05EF005,BIG GULLY CREEK NEAR MAIDSTONE,53.24417,-109.2958,WSC 20222 data set,53.24498592,-109.2954965,WSC 20222 data set,53.245,-109.2954965,-999.0,-999.0,,1371.710171,HYDAT gross drainage area,1620.0,HYDAT effective drainage area,565.0,yes,WSC 2022 data set,1531.83,0.823897285,,medium,"Very flat region, difference with reference shape likely explained by DEM differences due to presence of lakes/potholes",,,-1,1970-10-01 00:00:00,2019-11-30 00:00:00,982,MST,0,25,,macro-scale
CAN,05EF006,ENGLISHMAN RIVER NEAR SPRUCE LAKE,53.57556,-109.1569,WSC 20222 data set,53.57541279,-109.1567383,WSC 20222 data set,53.57558722,-109.1569128,-999.0,-999.0,,364.5774424,HYDAT gross drainage area,393.0,HYDAT effective drainage area,347.0,yes,WSC 2022 data set,384.677,0.914927509,,high,,,,-1,1964-04-01 00:00:00,2019-11-30 00:00:00,1607,CST,0,7,,meso-scale
CAN,05EG004,CRYSTAL CREEK NEAR IFFLEY,52.97972,-108.1564,WSC 20222 data set,52.98008928,-108.1565763,WSC 20222 data set,52.98,-108.1565763,-999.0,-999.0,,478.936602,HYDAT gross drainage area,500.0,HYDAT effective drainage area,346.0,yes,WSC 2022 data set,484.751,0.923725005,,high,,,,-1,1960-04-01 00:00:00,2019-11-30 00:00:00,1252,CST,0,9,,meso-scale
